,video_id,video_title_high_engagement,video_title_medium_engagement,video_tile_low_engagement,video_audio_high_engagement,video_audio_medium_engagement,video_audio_low_engagement,video_thumbnail_high_engagement,video_thumbnail_medium_engagement,video_thumbnail_low_engagement,video_frame_high_engagement,video_frame_medium_engagement,video_frame_low_engagement,video_transcript_high_engagement,video_transcript_medium_engagement,video_transcript_low_engagement,label
4,GkfsmP2St7Y,0.9857187522806945,0.004012112729634508,0.010269134989671021,0.088450694547589,0.5578674840447753,0.3536818214076357,0.06390132211601607,0.6434440696620015,0.29265460822198236,0.010731245994260355,0.8858086140970569,0.10346013990868275,0.04358670317227631,0.8464840841128417,0.10992921271488204,High engagement
15,KeJDegFQjkw,0.07071105952401709,0.012133152650130853,0.917155787825852,0.1058724639934192,0.5393532551501944,0.35477428085638635,0.3401759400874971,0.4717106589316299,0.18811340098087298,0.05617509110466612,0.11904840501751789,0.824776503877816,0.03734716841802188,0.8177243957192218,0.14492843586275617,Low engagement
17,2QkdLx5j9hg,0.10089216844489789,0.14046621659815892,0.7586416149569432,0.07052215211972884,0.39168566666536647,0.5377921812149047,0.016370804861001516,0.9486970503860414,0.03493214475295729,0.036849485443521984,0.004693103782813962,0.958457410773664,0.1225424386493712,0.30289389400828254,0.5745636673423463,High engagement
22,Z0DC7R2iAgs,0.299655337592099,0.13447882279182707,0.5658658396160738,0.06254662844424488,0.5369173473711234,0.4005360241846318,0.008099841250318297,0.9770347857032406,0.014865373046441107,0.03303086616652553,0.5340676853804621,0.43290144845301226,0.0817567821877126,0.09140827227235791,0.8268349455399295,Low engagement
25,qpQR7MDmpus,0.4867349223425986,0.024394081332062518,0.48887099632533876,0.0073242001583343095,0.045139788590590715,0.947536011251075,0.025508516564498384,0.9100507580936276,0.06444072534187399,0.005756535295783957,0.8289177051676315,0.16532575953658452,0.1175352169315568,0.23433370762217057,0.6481310754462726,High engagement
26,Km_9owhXWJY,0.007731278715775746,0.03979283872270289,0.9524758825615214,0.013923742242183686,0.6243185360111742,0.36175772174664217,0.280688597222684,0.5662857549384595,0.15302564783885653,0.09149011735677746,0.10529337255271597,0.8032165100905065,0.03943280907689278,0.697742424024862,0.2628247668982453,Low engagement
27,6_BGER7qYFM,0.23610747080531425,0.07407162614856415,0.6898209030461215,0.04970330577171101,0.21196944738332063,0.7383272468449684,0.033832296485041546,0.9331366284495277,0.033031075065430626,0.004733199175133642,0.9831204322804654,0.012146368544401012,0.08103010183342226,0.5900939498077472,0.3288759483588305,Low engagement
28,Czo3FtdM6_8,0.6525264397132481,0.018422989174939456,0.3290505711118124,0.008999991668165504,0.8549757755096273,0.1360242328222071,0.00508939120679126,0.9519955203953986,0.04291508839781009,0.2268118831980901,0.42198043919749434,0.3512076776044156,0.049019994059511435,0.8709347477219574,0.08004525821853098,High engagement
30,9arIJf9UuUg,0.27416832881906683,0.014169661983233385,0.7116620091976997,0.5702597458741586,0.1099948696875144,0.319745384438327,0.07199453278648459,0.8675663875628279,0.06043907965068754,0.000723490371123502,0.994731884670514,0.004544624958362475,0.09694450960965205,0.3459672323906141,0.5570882579997338,High engagement
31,UBePAfWikbs,0.05151839474822134,0.8495995769303744,0.09888202832140418,0.004329023996707946,0.03562666445411905,0.9600443115491729,0.010031264337041122,0.9691057918517479,0.020862943811210986,0.09357159298855514,0.44918962559754394,0.45723878141390106,0.04905141509477445,0.8986950558025608,0.052253529102664766,Medium engagement
35,mPsTC79FXa0,0.04611294318239365,0.02383272549602243,0.9300543313215839,0.5894621362283854,0.05780780624383889,0.35273005752777575,0.04269397990128255,0.906920149653558,0.050385870445159346,0.08244824956605903,0.7460522692866682,0.1714994811472728,0.3715280358438249,0.21363866578627094,0.41483329836990424,Low engagement
36,1geyVOOoe6M,0.021205779202816608,0.8956394753704929,0.08315474542669046,0.01311694826858897,0.10943115152854643,0.8774519002028646,0.042865913452027525,0.9100338206595404,0.04710026588843202,0.015029019009146159,0.9316461372582417,0.05332484373261213,0.017261068324924897,0.9727272724604512,0.010011659214623906,High engagement
39,qPbJ33f-biI,0.0401234955228385,0.03565429592472158,0.92422220855244,0.03209976478868692,0.6947165461139839,0.2731836890973292,0.054033966309470036,0.8568879413250393,0.08907809236549064,0.08514588045608008,0.42225017201150256,0.4926039475324173,0.023754720291302423,0.935269292447035,0.04097598726166239,High engagement
41,a7p51yDbnZM,0.09800820926347104,0.015466510094958679,0.8865252806415702,0.07775635660151474,0.7492656187879878,0.17297802461049752,0.02529260701588058,0.893485405259967,0.08122198772415236,0.12381779782373369,0.3353342430578998,0.5408479591183665,0.08866189454081562,0.8714840360580173,0.039854069401167036,Low engagement
42,Ng6K3N4yXus,0.08381667518088982,0.04197474302805405,0.8742085817910562,0.023891879649162968,0.10911840379459992,0.8669897165562371,0.019221391299051083,0.907255824441882,0.07352278425906693,0.07602005497707809,0.740337397731403,0.18364254729151896,0.012338259615887644,0.9397893880896769,0.04787235229443531,Low engagement
43,IK6q6dWaHeU,0.5369068378165275,0.025224567795228036,0.43786859438824455,0.14298351899601855,0.3559564730807285,0.501060007923253,0.10347821636984697,0.7532180856992896,0.1433036979308634,0.24048704127580195,0.10352077743569542,0.6559921812885026,0.09093963439931882,0.8265884517158245,0.08247191388485674,High engagement
44,isd_GuuNQZE,0.3384945291042375,0.11307532167850852,0.5484301492172541,0.08932005558580224,0.20637106151551377,0.704308882898684,0.14757802628808467,0.5508843958064112,0.301537577905504,0.09769424676983053,0.34377499157310576,0.5585307616570637,0.04343993514556634,0.6956352523788472,0.26092481247558647,High engagement
45,MkTF4ozw6EE,0.032153174515909,0.8618064349011701,0.10604039058292097,0.04939422718631096,0.021703171179403746,0.9289026016342852,0.12489035667603421,0.6947994890174046,0.18031015430656114,0.027408159028809657,0.6788868713881518,0.29370496958303843,0.042008918372435464,0.9158129729620132,0.042178108665551294,Medium engagement
49,JHLuKr1xPSQ,0.1944570581452533,0.011434320770225511,0.7941086210845212,0.01538938883990503,0.8680868061837291,0.11652380497636594,0.07058932975811184,0.7757438846251036,0.1536667856167845,0.10070713021068393,0.31381941928701074,0.5854734505023054,0.3057082787310603,0.2361371852268859,0.4581545360420538,Low engagement
51,RBxZDeXdE2A,0.004859767653745392,0.9555850522313668,0.03955518011488783,0.19307847165385703,0.04446765508669341,0.7624538732594495,0.0029237861343740686,0.9897556663166704,0.00732054754895559,0.11167651625372028,0.26432274436732905,0.6240007393789507,0.057289653373236056,0.8380164624525683,0.10469388417419545,Medium engagement
53,tXRL9knnwhc,0.0469761338724685,0.880838482860236,0.07218538326729541,0.013398974432075458,0.10707647234944237,0.8795245532184822,0.011699555594946088,0.9451800010567996,0.04312044334825437,0.0032319380502703735,0.4526097955350973,0.5441582664146324,0.21950695848291793,0.6435595146333318,0.1369335268837503,High engagement
56,KYk71V-U0KI,0.25418939027112036,0.014862923144956307,0.7309476865839234,0.010604897705707987,0.8713408077373527,0.11805429455693932,0.10389789694803148,0.8174911161864253,0.07861098686554333,0.2191540800425493,0.24673769724580305,0.5341082227116477,0.01874652834725785,0.8327812323209604,0.14847223933178166,High engagement
58,TH4cAnebZwc,0.010907721637697591,0.9660998461413512,0.022992432220951077,0.037895504338441015,0.4281440779957849,0.5339604176657741,0.018514922846195086,0.9394704264697549,0.0420146506840499,0.0047608730584810825,0.6647275487261998,0.3305115782153193,0.10068151583355997,0.6508408277111122,0.24847765645532785,Medium engagement
61,PJnJfbUuklY,0.1614359011684073,0.015950064539882947,0.8226140342917098,0.08660358282413289,0.5941890568240535,0.31920736035181346,0.08861848228828219,0.6209047177645373,0.29047679994718056,0.25252222023770377,0.3929110951342719,0.3545666846280242,0.03570344760530674,0.906043117348034,0.058253435046659134,High engagement
67,PJQDRMy1e40,0.0850768605570643,0.0348058008616925,0.8801173385812432,0.01103320085076074,0.8686226654496692,0.12034413369957013,0.06944324015827413,0.7645863672043629,0.16597039263736296,0.03189867661866209,0.476920834962781,0.4911804884185569,0.016908149795417417,0.9412856051909152,0.04180624501366763,Low engagement
70,4e3f1IVcbbE,0.26704238615187353,0.04267161154951246,0.690286002298614,0.3109171652914591,0.2638083631322149,0.42527447157632603,0.15898102121421284,0.18416200276740952,0.6568569760183777,0.027568256600326947,0.012139241201602053,0.960292502198071,0.2149780089768429,0.28923161694609884,0.49579037407705834,High engagement
71,1dmZv1dnLuM,0.0861799313734615,0.5019334591398581,0.4118866094866804,0.007415569719058366,0.7846259882717133,0.2079584420092284,0.24300405372272843,0.5710040822946004,0.1859918639826712,0.05905862388813403,0.36016452088868844,0.5807768552231775,0.10341082645357347,0.41378730336128317,0.48280187018514337,Medium engagement
73,cFzuGtpVNCM,0.3284577815847267,0.05856159546351611,0.6129806229517573,0.5184747207059881,0.07218964748141984,0.4093356318125921,0.24324801827701417,0.6040388856496152,0.1527130960733706,0.0023119524314388963,0.8158079158056263,0.1818801317629348,0.187786997263061,0.254298886498642,0.557914116238297,Low engagement
74,opGvnVYoeW4,0.0023467412183781496,0.99322899626165,0.004424262519971885,0.05213224560689017,0.09970621412203555,0.8481615402710744,0.0027375201272933814,0.976005095919102,0.021257383953604513,0.06449840604729835,0.12077524189688824,0.8147263520558135,0.04880727868457046,0.7890522722558585,0.16214044905957098,Medium engagement
76,JHoPnXUeTV0,0.01784034161724072,0.5572259962574065,0.42493366212535283,0.12586747174261248,0.31209266365854305,0.5620398645988445,0.19362261479869658,0.6812353357830215,0.125142049418282,0.04771814276432397,0.6802513120466109,0.27203054518906516,0.05555493497838177,0.7588252209968851,0.18561984402473328,Medium engagement
78,wnMSJbTD_XY,0.0037841341775482545,0.8864958066184396,0.10972005920401211,0.10365714404187842,0.6385740914441965,0.25776876451392505,0.16589920071966013,0.6163856998255642,0.21771509945477568,0.02492147984842581,0.04680665251382097,0.9282718676377533,0.025453551090164037,0.8727486698957686,0.10179777901406724,High engagement
83,fOJLMwlKE5w,0.029859413951957157,0.813055280407405,0.1570853056406379,0.1895178917686525,0.17980478374263226,0.6306773244887153,0.12192884607454363,0.4855862235086085,0.39248493041684784,0.3414405063171125,0.1802668062952549,0.47829268738763264,0.08551377279431613,0.7001470958060018,0.2143391313996822,High engagement
86,qS1Cpy9u3V4,0.0013174007748554374,0.9955911310169926,0.0030914682081520347,0.3032324787776157,0.0535938024617949,0.6431737187605894,0.12658972756675846,0.6062182149106236,0.2671920575226179,0.13125572402851476,0.4278783699044731,0.4408659060670122,0.17584871112868627,0.4680645042531243,0.3560867846181895,High engagement
87,F9ia4VdjuK4,0.10587630263566819,0.22129340013577367,0.6728302972285581,0.3320084939341885,0.08868227890145267,0.5793092271643588,0.17087470612455172,0.6446157306445621,0.18450956323088624,0.005173539596786904,0.839732144992488,0.15509431541072513,0.10388502812673459,0.6866292231482221,0.20948574872504333,Low engagement
88,s404GtiypQE,0.060024399304506884,0.5645678673995727,0.3754077332959204,0.009026515155650115,0.009369496038296168,0.9816039888060537,0.231851335594633,0.44587088441104533,0.3222777799943217,0.0167706782802188,0.7733722898524233,0.20985703186735785,0.03437497956595374,0.9478486837915613,0.017776336642485093,High engagement
95,xj0A6mGqwVw,0.06318553850230203,0.5992400542818387,0.3375744072158593,0.03950763051584486,0.0635248057142218,0.8969675637699334,0.17149654696378164,0.10300485935865396,0.7254985936775645,0.06408306862151697,0.6009021757902526,0.33501475558823035,0.03329066132056113,0.9372321233059637,0.02947721537347516,Medium engagement
97,Kxwi7a3znIY,0.001085808069729703,0.9935361372834801,0.0053780546467902006,0.01360432323954765,0.021783309208395486,0.9646123675520568,0.43391528243152877,0.21593436039077119,0.3501503571777,0.19047015868086678,0.06128118811437833,0.7482486532047549,0.036097935185007625,0.8802454812064935,0.08365658360849881,Medium engagement
99,V4lOEocDn-s,0.02972076485494101,0.7645229994075607,0.2057562357374982,0.38681363184454604,0.12181721507077464,0.4913691530846795,0.022298799066394603,0.9565777671303454,0.021123433803259976,0.1606351262672564,0.200705278689319,0.6386595950434246,0.020457936447529836,0.9094660092938329,0.07007605425863718,Medium engagement
102,5MCw50rC_Ro,0.1928214384115255,0.06489788144813398,0.7422806801403405,0.10424401025722375,0.42082403128969514,0.47493195845308106,0.03682324716420306,0.9154992605819285,0.04767749225386835,0.06096948934050411,0.14437961809673547,0.7946508925627604,0.050066296503856716,0.8269052460711912,0.12302845742495214,Low engagement
104,DnWsQTRXakk,0.005522561422574883,0.9846458203274653,0.009831618249959748,0.08939204358029199,0.1540741928585553,0.7565337635611528,0.03778533028791156,0.9278172967945985,0.03439737291748987,0.6480985743379463,0.08770338641628597,0.2641980392457677,0.03647694342524641,0.909172498622185,0.05435055795256852,High engagement
105,Ig8kDsBq-VI,0.0025864335142581477,0.028707457936391734,0.96870610854935,0.12689987479703327,0.44923107338574175,0.42386905181722495,0.2810954027042518,0.3596226647634253,0.35928193253232293,0.03840521301890524,0.028397547253541988,0.9331972397275528,0.027732509683347846,0.8588470424296889,0.11342044788696319,Low engagement
106,TPoZqRp5RSE,0.04355484847238459,0.4016258868969875,0.5548192646306278,0.04934095657905054,0.7141089218933403,0.23655012152760926,0.010698402174118096,0.9770312862699946,0.012270311555887387,0.026996664898900808,0.25230208309816365,0.7207012520029356,0.024064851324962843,0.8865819854468816,0.08935316322815558,Low engagement
108,AFZyHjm3IFk,0.020749992696721987,0.9212838860302193,0.05796612127305874,0.12132205459724184,0.13225382092774907,0.746424124475009,0.01767112790514153,0.9683213348407135,0.014007537254145035,0.02434040503761718,0.06716880558298145,0.9084907893794014,0.31280700181491344,0.14122476077304577,0.5459682374120407,Medium engagement
109,BbQ7812KciY,0.005430069228771032,0.014882580521817257,0.9796873502494117,0.027102309961232498,0.5283447669815743,0.4445529230571931,0.3602475373976961,0.4847819229559033,0.15497053964640048,0.06322797065509889,0.770940117134217,0.1658319122106842,0.023923790263190935,0.8622902106460621,0.11378599909074706,High engagement
110,MbCMd0zDnD0,0.04333685964038219,0.16114819013861614,0.7955149502210016,0.07364285550053438,0.3564420552767658,0.5699150892226998,0.049427846502934504,0.8474385307854336,0.10313362271163182,0.008026717579992184,0.4032505990452953,0.5887226833747125,0.01883927167622643,0.9635918519716442,0.017568876352129316,High engagement
112,0ZGJKfYhUQU,0.01380392473042345,0.3390538097920366,0.6471422654775401,0.006074257692009718,0.7424908910562672,0.25143485125172305,0.004011031952780214,0.98583847479758,0.010150493249639701,0.079734933066638,0.43813188595464797,0.48213318097871405,0.06974707137050268,0.7495213892512346,0.1807315393782628,Low engagement
113,BlROdQkvtE0,0.3096829263038592,0.18266760765826404,0.5076494660378768,0.010350148873045932,0.9505454179329074,0.03910443319404664,0.018724615530366136,0.9685175641207725,0.012757820348861396,0.0031370447154061777,0.7478744211782532,0.24898853410634064,0.025867951830215553,0.9554076791167307,0.018724369053053743,High engagement
116,EoBaEzxAH14,0.04288558630724935,0.013363142153100775,0.9437512715396499,0.046463502912347215,0.7879335147477371,0.16560298233991566,0.11264730627806482,0.22390661331411688,0.6634460804078182,0.11537299418726066,0.29715420232081663,0.5874728034919228,0.20789694960469038,0.34531575360087047,0.4467872967944391,High engagement
117,jYKb6YQ3gjw,0.000994012006861482,0.02629032169008459,0.9727156663030538,0.024752963980585064,0.9192779805031821,0.05596905551623283,0.047190624451758256,0.131812527524938,0.8209968480233037,0.003112088638754878,0.9612188365062536,0.035669074854991614,0.07738408665632596,0.7698011978740589,0.15281471546961511,Low engagement
118,nlMnZpiWAB8,0.14183304392557677,0.515801491107279,0.3423654649671442,0.03860506843136841,0.8981988780419276,0.06319605352670393,0.1361175758123405,0.260398197802374,0.6034842263852854,0.022549385030942542,0.19295581976155887,0.7844947952074987,0.12031889500660241,0.18126683617593933,0.6984142688174583,Medium engagement
121,QiphK26fGYk,0.07868625898457157,0.15877996045470916,0.7625337805607193,0.13048248231018075,0.6123574700211811,0.2571600476686381,0.023103137430978627,0.5436473999808042,0.4332494625882171,0.0028772231195415966,0.9600656467773724,0.03705713010308612,0.03330333741762117,0.8795250658365563,0.08717159674582262,Low engagement
122,Dft-eTqhhg4,0.0014856844733857906,0.9867201164255184,0.011794199101095816,0.006459928993246073,0.9776361253725764,0.015903945634177515,0.22791455522716483,0.49114680588041676,0.2809386388924183,0.07727223324504126,0.1863982927860724,0.7363294739688864,0.04313975392808574,0.5462432100269751,0.41061703604493904,High engagement
123,uKDCqvrQbiM,0.026263806075292346,0.6704750909714376,0.3032611029532699,0.012656255491341287,0.9714121533485583,0.01593159116010042,0.07877665338495282,0.2513653454438426,0.6698580011712046,0.0058205435335587485,0.35578060831765385,0.6383988481487876,0.1045140614262269,0.6955858140788936,0.19990012449487962,Medium engagement
124,KKHTT0UATCM,0.0010685110003678042,0.9930591223840032,0.005872366615629143,0.0230179552192956,0.9287669240874636,0.04821512069324068,0.03763384359647198,0.3404104060303745,0.6219557503731535,0.6664202605069744,0.12537499938389052,0.2082047401091351,0.17591224574248737,0.22828941150070092,0.5957983427568118,Medium engagement
125,bVV8fZo9BTQ,0.04625872853650558,0.09392121470322967,0.8598200567602647,0.3149840252869069,0.6083891807493279,0.07662679396376525,0.09016710608751252,0.1486317560794918,0.7612011378329957,0.06960171733315483,0.13341397976766023,0.7969843028991849,0.06315925686115846,0.5477927601954022,0.3890479829434393,High engagement
127,v5_fQoVAubU,0.013521412759456532,0.7237459649899695,0.2627326222505741,0.7433249024826472,0.21167104353638172,0.045004053980971126,0.13705815260628268,0.3870223309322833,0.475919516461434,0.06326397482203344,0.24215367832630266,0.694582346851664,0.13773239035273283,0.6678514584340847,0.19441615121318265,Medium engagement
129,HH08FAjXUzU,0.001351639694559892,0.996804808491633,0.001843551813807316,0.0508641052036716,0.3583272032667924,0.5908086915295361,0.02670480475145315,0.7637880027988155,0.20950719244973132,0.001808489655200142,0.9647599897365071,0.03343152060829266,0.005842330905191522,0.9893533521542739,0.004804316940534702,Medium engagement
133,dyI8YLp_Z3o,0.005766485978073466,0.05377642592040585,0.9404570881015207,0.015642953836187672,0.9368070914838581,0.047549954679953974,0.09414210016925652,0.3201784076781055,0.585679492152638,0.00727412054487801,0.7883916541460403,0.20433422530908163,0.09497908214034041,0.4694281169408644,0.4355928009187952,Low engagement
136,HDbrPqUGG-k,0.0034507496476126644,0.9933179277555159,0.0032313225968715227,0.015034584940985675,0.16381767099553896,0.8211477440634753,0.21769128949648145,0.5025665646700458,0.2797421458334728,0.01320767511669453,0.014782967156255204,0.9720093577270502,0.0738730584128797,0.6657419066962328,0.2603850348908875,High engagement
140,rZCbRV373FY,0.011797289117631365,0.5172971003701372,0.47090561051223145,0.004195503024673462,0.7746561555641155,0.22114834141121087,0.010734410661195258,0.03830102860221261,0.9509645607365921,0.08433691079137845,0.3973143381274693,0.5183487510811522,0.026010243951511313,0.005665548872839847,0.9683242071756488,Medium engagement
141,-2Q7iavjHSI,0.0277888399371332,0.8820609138314995,0.09015024623136722,0.35025687271295025,0.003982850343833558,0.6457602769432161,0.33810890017299394,0.204762396084983,0.4571287037420231,0.08017772886658515,0.008572882455447819,0.911249388677967,0.45712109191656425,0.013642057148359334,0.5292368509350763,High engagement
143,ZYMVT-H9Y4Y,0.0031957899211398424,0.9933592859114673,0.003444924167392735,0.038289950576149895,0.2342912525803754,0.7274187968434748,0.2441055496802238,0.09434561870873179,0.6615488316110444,0.1273795075620146,0.05940980301773879,0.8132106894202467,0.20740496014821125,0.027499648427627213,0.7650953914241615,Medium engagement
144,20VbkG08eTc,0.009595420824443637,0.9772589334487505,0.013145645726806083,0.01245565229951192,0.033013215606626414,0.9545311320938616,0.07373010883390478,0.43130362881326,0.4949662623528352,0.05933553582620713,0.7221872655399513,0.2184771986338416,0.10573037154212914,0.1177510264216527,0.7765186020362181,Medium engagement
145,0Q-KKmIwPTY,0.007835386687015694,0.9839306600114879,0.00823395330149643,0.085502762318389,0.5279091398921015,0.3865880977895096,0.4442028915766921,0.16928451710560322,0.38651259131770455,0.1476084542670307,0.6919579214497447,0.16043362428322464,0.06162678214644226,0.6081187653719341,0.33025445248162366,Medium engagement
148,h-JAeecA2F8,0.0016706217289644092,0.9946794139443447,0.0036499643266911345,0.01681803037468249,0.09362282003730868,0.8895591495880087,0.14802889708623504,0.3967573167854379,0.455213786128327,0.007968239814844931,0.6934833650588945,0.29854839512626064,0.0812111945139632,0.004522182890056154,0.9142666225959807,Medium engagement
149,_iJ5fLVgzpU,0.0008529061840963795,0.01650256152151215,0.9826445322943915,0.0906725195135417,0.42934979395262174,0.4799776865338366,0.15033922021963325,0.041163842616746056,0.8084969371636206,0.013877844977150663,0.8082505493729717,0.17787160564987767,0.07587398377425741,0.025026900829090756,0.8990991153966519,Low engagement
153,CLQyeTVBA1s,0.27549463804035534,0.017549555943409147,0.7069558060162354,0.008942596464092694,0.9777753676538207,0.01328203588208671,0.012303832265416528,0.07474663363234249,0.912949534102241,0.05038693153672041,0.20365650550696576,0.7459565629563137,0.10547997333856143,0.6405267631952446,0.25399326346619405,Low engagement
154,Ti8nOOyf3Y0,0.006887384038519945,0.09620936875108684,0.8969032472103933,0.1201037229137043,0.6778449624988844,0.2020513145874114,0.07865884185032283,0.20352081109722156,0.7178203470524556,0.005545232721822128,0.9686189404337571,0.02583582684442071,0.08602325531234815,0.45622543697762785,0.45775130771002387,Low engagement
156,sSz71Xp8sqg,0.0018814741477902613,0.9938414079597513,0.004277117892458558,0.1615270864772135,0.3198069282219326,0.5186659853008538,0.16140376438796764,0.5426377929680797,0.29595844264395266,0.11607159910414777,0.15074058394076512,0.7331878169550872,0.10317698064351993,0.044244245642524264,0.8525787737139559,Medium engagement
157,Bxw8ylB8B9g,0.0030745058889233142,0.5363615302971626,0.46056396381391407,0.002019431039450946,0.9945724039640533,0.0034081649964958034,0.01969114155817486,0.44704937814183154,0.5332594802999936,0.12293476179669967,0.693760238851089,0.18330499935221134,0.07881146116379487,0.015386862982354494,0.9058016758538506,Medium engagement
161,Rq9xtRabM20,0.001200167527681585,0.9927988724534733,0.006000960018844985,0.022690584866103675,0.9122798140439451,0.06502960108995125,0.25762064538444995,0.15717351012660224,0.5852058444889479,0.010449246917251893,0.08610464114347759,0.9034461119392705,0.2887359513186012,0.29531366976516454,0.4159503789162342,Medium engagement
163,uf4RiwAmXkQ,0.0011407330506275084,0.9815573670339319,0.01730189991544066,0.02539600869263942,0.9099652539711511,0.06463873733620945,0.5277008414990618,0.0384464423713555,0.43385271612958265,0.03093785017927236,0.04307637143866718,0.9259857783820604,0.0058347014983702265,0.9708529275960321,0.02331237090559777,Medium engagement
167,6D2I9TaERZo,0.02794069919551172,0.1649148493950769,0.8071444514094115,0.005828988841224633,0.9894507099238904,0.004720301234884885,0.016419120404727434,0.7714475916601372,0.21213328793513545,0.025254514033870027,0.08735527707775621,0.8873902088883738,0.187786997263061,0.254298886498642,0.557914116238297,Low engagement
168,ATd0zK5yRxQ,0.009125295074070672,0.9296323665953995,0.06124233833052974,0.0421022043374823,0.9292968926532824,0.028600903009235273,0.3202670020001116,0.12807883271922613,0.5516541652806622,0.018752368896021335,0.13826502761883394,0.8429826034851446,0.15645609272748112,0.46443334302837064,0.3791105642441482,High engagement
169,ETx0LjSlypY,0.1159038658863539,0.08091922848458112,0.803176905629065,0.006712077586422909,0.9837738241180745,0.009514098295502562,0.08247751366444765,0.2633432724984242,0.6541792138371281,0.02352975095260746,0.027840348651039636,0.948629900396353,0.31473682981264667,0.015470612833344742,0.6697925573540087,Low engagement
170,MciiUwEYSAA,0.11478596893084045,0.24308482918617452,0.6421292018829851,0.018196368093303147,0.9716128830928681,0.010190748813828894,0.03260323516661049,0.44656191028812725,0.5208348545452622,0.1585546353434259,0.6291499571206314,0.2122954075359428,0.139461169460878,0.037878219284149035,0.822660611254973,Low engagement
171,OlXHcxset5k,0.032603516318980966,0.9243329975578762,0.04306348612314266,0.058533478801535796,0.9131935160579963,0.02827300514046793,0.024327799049390596,0.06764884304224518,0.9080233579083643,0.008468192780632926,0.6103170025334197,0.38121480468594743,0.23533663473174607,0.07676224394662758,0.6879011213216264,Medium engagement
